signal,frame_len,hop_ratio,window,zero_pad_factor,snr_db,fs,duration,hop,n_fft,signal_len,n_frames,mse,mae,frobenius,cosine,pearson,phase_mean,phase_std,energy_err_classical,energy_err_quantum,recon_rmse_classical,runtime_classical_s,runtime_quantum_s
square,128,0.5,hann,1,10.0,16000,0.5,64,128,8000,124,2.2522825100189217e-30,9.584847773920042e-16,2.2860556521139534e-13,1.0,1.0,4.924376318901904e-18,1.1476554477747496e-15,0.2623654874665478,0.2623654874665478,0.010432619655842348,0.0003654520000964112,0.007402496999930008
square,128,0.5,hann,2,inf,16000,0.5,64,256,8000,124,2.0469314314520104e-30,9.018824837828223e-16,3.070883037634661e-13,0.9999999999999999,1.0,-1.5164840709345637e-17,1.2908508227197501e-15,0.2618125,0.2618125,0.015811388300841896,0.0006656119999206567,0.008058518000098047
square,128,0.5,hann,2,10.0,16000,0.5,64,256,8000,124,2.0929172079486322e-30,9.344805194342604e-16,3.1284241013811797e-13,1.0,1.0,-5.9736042277588435e-18,1.095807493007988e-15,0.26236548746654786,0.2623654874665478,0.010432619655842348,0.0006372429998009466,0.008062291999976878
square,128,0.5,hamming,1,inf,16000,0.5,64,128,8000,124,1.888155641979011e-30,8.843458961738776e-16,2.2607363581462099e-13,0.9999999999999999,1.0,1.5472614229277006e-17,2.0579127288253122e-15,0.2176188999999997,0.21761889999999948,2.1975686233084694e-16,0.0003946829999676993,0.007415575000095487
square,128,0.5,hamming,1,10.0,16000,0.5,64,128,8000,124,2.35486751395985e-30,9.855869353979352e-16,2.3696198446644275e-13,1.0,1.0,1.0016629103220919e-17,1.1737324322790257e-15,0.21812617037082552,0.21812617037082563,2.2621712354174213e-16,0.00041832900001281814,0.007425646000001507
square,128,0.5,hamming,2,inf,16000,0.5,64,256,8000,124,1.878269988547052e-30,8.752580523591428e-16,3.071840064063636e-13,1.0,1.0,-8.687607085335461e-18,1.6910061555679267e-15,0.2176188999999997,0.2176188999999997,1.5919703930720733e-16,0.0005881930001123692,0.008073422000052233
square,128,0.5,hamming,2,10.0,16000,0.5,64,256,8000,124,2.172969524844902e-30,9.586627089582147e-16,3.2384585939892317e-13,1.0000000000000002,0.9999999999999997,8.379833565404093e-18,9.967407817430925e-16,0.21812617037082563,0.21812617037082563,1.8280859807716822e-16,0.0006408809999811638,0.008027507999941008
square,256,0.5,hann,1,inf,16000,0.5,128,256,8000,61,3.538895468079676e-30,1.172594420668301e-15,2.9473062090261244e-13,0.9999999999999999,1.0,5.118856158620087e-18,1.4678781734005106e-15,0.270859375,0.270859375,0.09082951062292476,0.000379131999807214,0.004039869999814982
square,256,0.5,hann,1,10.0,16000,0.5,128,256,8000,61,4.389838663363827e-30,1.3110074358329693e-15,3.1955908584983853e-13,0.9999999999999999,1.0,6.25637974942455e-18,1.1169871818887556e-15,0.2692114254408698,0.2692114254408698,0.09849425667172189,0.00041396100004931213,0.0040507310000066354
square,256,0.5,hann,2,inf,16000,0.5,128,512,8000,61,4.8823852629842724e-30,1.2934797413980782e-15,4.61818686653182e-13,1.0,0.9999999999999998,2.7442756628157688e-18,4.192168891894509e-15,0.270859375,0.270859375,0.09082951062292476,0.0006604930001685716,0.004791779000015595
square,256,0.5,hann,2,10.0,16000,0.5,128,512,8000,61,5.045470837344909e-30,1.3966358849378055e-15,4.804997109548915e-13,0.9999999999999999,1.0,-2.4172376304594853e-18,1.3034832171815182e-15,0.2692114254408697,0.2692114254408698,0.09849425667172189,0.0006557090000569588,0.004769674000044688
square,256,0.5,hamming,1,inf,16000,0.5,128,256,8000,61,3.943205971135466e-30,1.2315941256930768e-15,3.123345561803785e-13,1.0,0.9999999999999998,1.1574302536435417e-17,1.6712104471721335e-15,0.2272565750000001,0.2272565750000001,0.08944271909999159,0.00040184499994211365,0.004056070999922667
square,256,0.5,hamming,1,10.0,16000,0.5,128,256,8000,61,4.7418046873604166e-30,1.3523413661666653e-15,3.313370527512096e-13,1.0,0.9999999999999998,-8.21860794356225e-18,1.0897386466309828e-15,0.22594818812716122,0.22594818812716122,0.09758715950543682,0.0003980980000051204,0.0040319170000202575
square,256,0.5,hamming,2,inf,16000,0.5,128,512,8000,61,4.709197003041064e-30,1.2894768580903586e-15,4.652253040470608e-13,0.9999999999999999,0.9999999999999998,9.253754411194312e-17,9.12062503548979e-15,0.22725657499999988,0.22725657499999988,0.08944271909999159,0.0006368920001023071,0.004761398000027839
square,256,0.5,hamming,2,10.0,16000,0.5,128,512,8000,61,5.4547057673673306e-30,1.441173071705441e-15,4.946854205238719e-13,1.0,1.0,5.900903627298155e-18,1.2731694410192397e-15,0.2259481881271611,0.22594818812716122,0.09758715950543682,0.0006286979999003961,0.0047631309998905635
