signal,frame_len,hop_ratio,window,zero_pad_factor,snr_db,fs,duration,hop,n_fft,signal_len,n_frames,mse,mae,frobenius,cosine,pearson,phase_mean,phase_std,energy_err_classical,energy_err_quantum,recon_rmse_classical,runtime_classical_s,runtime_quantum_s
speech_like,128,0.75,hann,1,0.0,16000,0.5,96,128,8000,83,2.225247059485376e-31,3.2078619509917237e-16,5.755168708526958e-14,0.9999999999999999,0.9999999999999999,1.2958175362718317e-18,5.27169509204077e-16,0.5043518426472705,0.5043518426472706,0.004492706328023902,3.5541015677154064e-05,0.0005072500207461417
speech_like,128,0.75,hann,2,inf,16000,0.5,96,256,8000,83,9.241323999853547e-32,1.6006096871384005e-16,5.4568711395587894e-14,1.0000000000000002,1.0,-1.2901039096229878e-12,2.499662272592896e-10,0.508873370594567,0.508873370594567,0.0032349099516594845,5.783303640782833e-05,0.000580540974624455
speech_like,128,0.75,hann,2,20.0,16000,0.5,96,256,8000,83,9.52059066900475e-32,1.6706174712245435e-16,5.5163712994671247e-14,1.0,1.0,-1.0471041704390124e-17,3.66335239295508e-15,0.5075595734830466,0.5075595734830466,0.0030907002916506867,5.8542005717754364e-05,0.0005882079713046551
speech_like,128,0.75,hann,2,10.0,16000,0.5,96,256,8000,83,1.0632244347617808e-31,1.8937795269165443e-16,5.744106786970315e-14,1.0,0.9999999999999999,1.101444905831057e-17,1.358373826734574e-15,0.5053491818803596,0.5053491818803596,0.0030019121150318727,6.71250163577497e-05,0.0005880000535398722
speech_like,128,0.75,hann,2,0.0,16000,0.5,96,256,8000,83,2.0257534642534593e-31,3.027628851744681e-16,7.783332801467568e-14,1.0,1.0,6.520888247045347e-18,6.677441070240446e-16,0.5043518426472705,0.5043518426472705,0.004492706328023902,5.8500037994235754e-05,0.000544333946891129
speech_like,128,0.75,hamming,1,inf,16000,0.5,96,128,8000,83,1.0752056910758833e-31,1.7404496071579013e-16,4.20559036296293e-14,0.9999999999999999,1.0,6.656531082697028e-15,2.9611951761688615e-12,0.4792491013096284,0.47924910130962856,5.955230985469461e-17,3.97919793613255e-05,0.00048745801905170083
speech_like,128,0.75,hamming,1,20.0,16000,0.5,96,128,8000,83,1.122495996986531e-31,1.8272196779213014e-16,4.204838479081641e-14,1.0,1.0,1.0366540290174654e-17,2.8373047537339454e-15,0.47799321295472386,0.47799321295472386,6.040025405498586e-17,3.766699228435755e-05,0.0004975420306436718
speech_like,128,0.75,hamming,1,10.0,16000,0.5,96,128,8000,83,1.381616621899016e-31,2.0728398427142077e-16,4.354565111506779e-14,1.0,1.0,2.382632244112723e-18,9.947944621908313e-16,0.47587160174200904,0.47587160174200915,5.947596617242482e-17,3.808399196714163e-05,0.000509292003698647
speech_like,128,0.75,hamming,1,0.0,16000,0.5,96,128,8000,83,2.373569455974128e-31,3.27681247394147e-16,5.92982338744778e-14,1.0,1.0,8.360113137237625e-20,5.011584788658507e-16,0.4748641716055981,0.4748641716055981,8.427318412861514e-17,3.574998117983341e-05,0.0004841670161113143
speech_like,128,0.75,hamming,2,inf,16000,0.5,96,256,8000,83,1.0047170956851132e-31,1.6992870379053502e-16,5.724226892332688e-14,1.0000000000000002,1.0,-4.5114723536617546e-15,2.2293470624453834e-12,0.4792491013096284,0.47924910130962856,4.6743379933527996e-17,6.36249897070229e-05,0.0005727920215576887
speech_like,128,0.75,hamming,2,20.0,16000,0.5,96,256,8000,83,1.0501604742431936e-31,1.766442716756072e-16,5.6425151467629047e-14,1.0,1.0,2.2906709996031093e-17,3.0894377171845893e-15,0.47799321295472386,0.47799321295472386,4.633814226669655e-17,5.974998930469155e-05,0.0005670419777743518
speech_like,128,0.75,hamming,2,10.0,16000,0.5,96,256,8000,83,1.1025828784233108e-31,1.9454813974953236e-16,5.871280868362356e-14,0.9999999999999998,1.0,-4.242757417148095e-18,1.0699798388027224e-15,0.47587160174200904,0.47587160174200904,4.7634704808739836e-17,5.8500037994235754e-05,0.0005660000024363399
speech_like,128,0.75,hamming,2,0.0,16000,0.5,96,256,8000,83,2.1220227002717542e-31,3.124597591755003e-16,8.091110046828516e-14,1.0000000000000002,0.9999999999999999,-1.6093217789182427e-18,4.788324656510605e-16,0.4748641716055981,0.4748641716055981,6.507162938840246e-17,5.8166973758488894e-05,0.0005570410285145044
speech_like,128,0.75,blackman,1,inf,16000,0.5,96,128,8000,83,8.704171880148689e-32,1.4748428819519484e-16,3.630858683191465e-14,1.0000000000000002,1.0,2.348680357833122e-12,7.314279296772627e-10,0.6011432364174318,0.6011432364174318,0.0032349099516594845,4.0375045500695705e-05,0.0004951250157319009
speech_like,128,0.75,blackman,1,20.0,16000,0.5,96,128,8000,83,9.785461425997019e-32,1.5551959653800437e-16,3.747038099367892e-14,1.0000000000000002,0.9999999999999997,-1.400318950487302e-17,2.9677235717034964e-15,0.5998878740004447,0.5998878740004449,0.0030907002916506867,3.6999990697950125e-05,0.0004957499913871288
speech_like,128,0.75,blackman,1,10.0,16000,0.5,96,128,8000,83,1.0506179433182066e-31,1.763497287247198e-16,3.912986073568119e-14,1.0,0.9999999999999998,-1.6344021183299556e-17,9.946630444092691e-16,0.5978576515024235,0.5978576515024235,0.0030019121150318727,3.708299482241273e-05,0.0005065409932285547
speech_like,128,0.75,blackman,1,0.0,16000,0.5,96,128,8000,83,1.8198930687106068e-31,2.820836064940938e-16,5.180801706654599e-14,1.0,0.9999999999999998,6.3118854186144064e-18,5.088566466986698e-16,0.5974162857563312,0.5974162857563313,0.004492706328023902,3.6959012504667044e-05,0.0004937920020893216
speech_like,128,0.75,blackman,2,inf,16000,0.5,96,256,8000,83,7.36630849670246e-32,1.3723882390777265e-16,4.917746341921648e-14,1.0,1.0,-3.6542232691961e-13,5.877739225076668e-10,0.6011432364174318,0.6011432364174318,0.0032349099516594845,6.620801286771894e-05,0.0005512080388143659
speech_like,128,0.75,blackman,2,20.0,16000,0.5,96,256,8000,83,8.065324086844856e-32,1.4562599658366834e-16,4.940853386543822e-14,1.0,1.0,2.361731961269629e-18,3.1211697777205795e-15,0.5998878740004447,0.5998878740004447,0.0030907002916506867,6.045796908438206e-05,0.0005775419995188713
speech_like,128,0.75,blackman,2,10.0,16000,0.5,96,256,8000,83,8.735131587050004e-32,1.6681883236048456e-16,5.188270248596042e-14,1.0,1.0,-5.183270145087327e-18,1.0521175113997101e-15,0.5978576515024235,0.5978576515024235,0.0030019121150318727,6.045796908438206e-05,0.0005542919971048832
speech_like,128,0.75,blackman,2,0.0,16000,0.5,96,256,8000,83,1.6469852142475691e-31,2.70657029983471e-16,6.995445320313486e-14,0.9999999999999999,0.9999999999999998,-4.472660528422129e-18,5.287343871001489e-16,0.5974162857563312,0.5974162857563312,0.004492706328023902,6.524997297674417e-05,0.0005802499945275486
speech_like,128,0.5,rect,1,inf,16000,0.5,64,128,8000,124,3.062741095576702e-31,3.077122442060518e-16,8.211044902868301e-14,1.0000000000000002,0.9999999999999998,2.723515857283587e-16,2.2483873618828636e-13,0.9924446827972142,0.992444682797214,3.9608063028255475e-17,4.291697405278683e-05,0.0007457079482264817
speech_like,128,0.5,rect,1,20.0,16000,0.5,64,128,8000,124,3.087992488539424e-31,3.1548861023686094e-16,8.233951351189645e-14,1.0,1.0,-2.999392848785705e-17,2.604270651907307e-15,0.9924915244761089,0.9924915244761089,3.88007717482026e-17,4.387501394376159e-05,0.0007576249772682786
speech_like,128,0.5,rect,1,10.0,16000,0.5,64,128,8000,124,3.385705474086566e-31,3.5399326620411636e-16,8.663403417842314e-14,1.0,0.9999999999999998,-7.246667423838598e-18,1.2928719962316802e-15,0.9920139624989437,0.9920139624989437,4.012552743559581e-17,4.516699118539691e-05,0.0007504159584641457
speech_like,128,0.5,rect,1,0.0,16000,0.5,64,128,8000,124,5.885383361960888e-31,5.32282498907328e-16,1.1404340014425222e-13,1.0,1.0,-4.756499853484793e-19,4.445224246888134e-16,0.9885721067611491,0.9885721067611487,5.324454592559341e-17,4.33750101365149e-05,0.0007275830139406025
speech_like,128,0.5,rect,2,inf,16000,0.5,64,256,8000,124,2.669625719724121e-31,2.957454706876546e-16,1.1151142078761764e-13,1.0,1.0,5.760680910788142e-16,1.313090049788542e-13,0.992444682797214,0.9924446827972142,3.042632148612434e-17,8.074997458606958e-05,0.0008364589884877205
speech_like,128,0.5,rect,2,20.0,16000,0.5,64,256,8000,124,2.827799810117973e-31,3.05070917864026e-16,1.1309107600993287e-13,0.9999999999999999,1.0,7.960142401861317e-18,3.1668781818525375e-15,0.9924915244761089,0.9924915244761089,2.9822502229248155e-17,7.974996697157621e-05,0.000858625047840178
speech_like,128,0.5,rect,2,10.0,16000,0.5,64,256,8000,124,2.9787240565256014e-31,3.329434728282172e-16,1.1648481599177138e-13,1.0,1.0,-2.1823940504224347e-18,1.7346486835940084e-15,0.9920139624989437,0.9920139624989437,3.127854666594847e-17,7.487495895475149e-05,0.0008320829947479069
speech_like,128,0.5,rect,2,0.0,16000,0.5,64,256,8000,124,5.335704635800713e-31,5.048243957980462e-16,1.54111380048258e-13,1.0,1.0,7.862214463701335e-18,7.74048386974455e-16,0.9885721067611487,0.9885721067611487,4.1471025508921527e-17,8.887494914233685e-05,0.0008441249956376851
speech_like,128,0.5,hann,1,inf,16000,0.5,64,128,8000,124,1.1205454323631927e-31,1.7146765752255605e-16,5.0448186042251536e-14,0.9999999999999998,1.0,3.0069908551448513e-12,2.9725931079302285e-10,0.2630317129900799,0.2630317129900799,0.0032349099516594845,5.1875016652047634e-05,0.0008251250255852938
speech_like,128,0.5,hann,1,20.0,16000,0.5,64,128,8000,124,1.0431703581071611e-31,1.7190209879351027e-16,4.917702711460967e-14,1.0,0.9999999999999999,2.3446746336589747e-17,3.1619863773876258e-15,0.26266456672777877,0.26266456672777877,0.0030907002916506867,4.791701212525368e-05,0.0007330829976126552
speech_like,128,0.5,hann,1,10.0,16000,0.5,64,128,8000,124,1.169636453211695e-31,1.9824345727094601e-16,5.21065945962948e-14,1.0,1.0,-1.4325458382260084e-17,1.127610287977522e-15,0.2619081158600216,0.2619081158600216,0.0030019121150318727,4.891603020951152e-05,0.000737000023946166
speech_like,128,0.5,hann,1,0.0,16000,0.5,64,128,8000,124,2.311943987508616e-31,3.2474314193852244e-16,7.063708172676346e-14,1.0,1.0,-3.917117526399242e-18,5.135176527365506e-16,0.2607622091725257,0.2607622091725258,0.004492706328023902,4.8208050429821014e-05,0.000765166012570262
speech_like,128,0.5,hann,2,inf,16000,0.5,64,256,8000,124,9.697022755065035e-32,1.643805042979044e-16,6.755699118765639e-14,1.0,1.0,-2.421497100044798e-12,2.640485147731126e-10,0.2630317129900799,0.2630317129900799,0.0032349099516594845,8.004100527614355e-05,0.0008354579913429916
speech_like,128,0.5,hann,2,20.0,16000,0.5,64,256,8000,124,9.363840103397559e-32,1.673659128926974e-16,6.694274133992735e-14,0.9999999999999998,1.0,1.3360168706111699e-17,3.4698661874632324e-15,0.26266456672777877,0.26266456672777877,0.0030907002916506867,7.879204349592328e-05,0.0008527500322088599
speech_like,128,0.5,hann,2,10.0,16000,0.5,64,256,8000,124,1.0328919567116136e-31,1.8928398676409625e-16,7.031661236386787e-14,0.9999999999999999,0.9999999999999999,-1.930579352296769e-18,1.2736955111718548e-15,0.2619081158600215,0.2619081158600216,0.0030019121150318727,8.970801718533039e-05,0.0008756250026635826
speech_like,128,0.5,hann,2,0.0,16000,0.5,64,256,8000,124,1.9854845683028656e-31,3.0190658720767727e-16,9.449277074376186e-14,1.0,0.9999999999999999,2.2243631667767123e-18,5.456306060189157e-16,0.2607622091725258,0.2607622091725258,0.004492706328023902,7.970898877829313e-05,0.0008554999949410558
speech_like,128,0.5,hamming,1,inf,16000,0.5,64,128,8000,124,1.2224916799676242e-31,1.8116273169932018e-16,5.2608002095813754e-14,1.0000000000000002,0.9999999999999999,5.804916359425551e-15,2.6007089186064653e-12,0.2184744380204181,0.21847443802041824,4.526376319803915e-17,4.5874970965087414e-05,0.0007449580007232726
speech_like,128,0.5,hamming,1,20.0,16000,0.5,64,128,8000,124,1.1387847498450011e-31,1.8232046742652087e-16,5.046054781967267e-14,0.9999999999999999,1.0,2.6300646248680625e-17,2.9663852300171295e-15,0.21814762045996922,0.21814762045996922,4.26999472190903e-17,4.954199539497495e-05,0.0007357500144280493
speech_like,128,0.5,hamming,1,10.0,16000,0.5,64,128,8000,124,1.3696706898190796e-31,2.1088532837596433e-16,5.4148554483914615e-14,0.9999999999999999,1.0,-4.140952813622056e-18,1.0365462387646942e-15,0.217494830496166,0.217494830496166,4.59997971669495e-17,4.5666005462408066e-05,0.0007227080059237778
speech_like,128,0.5,hamming,1,0.0,16000,0.5,64,128,8000,124,2.337050427427051e-31,3.26894318726292e-16,7.201161407965669e-14,1.0,0.9999999999999999,2.0984558177138796e-18,6.0975362121578e-16,0.21660335774408168,0.21660335774408182,6.425341383918644e-17,4.5666005462408066e-05,0.0007312920060940087
speech_like,128,0.5,hamming,2,inf,16000,0.5,64,256,8000,124,1.0776594131089943e-31,1.7488732500491276e-16,7.051392279021987e-14,1.0,1.0,2.2487052542621933e-15,1.9311107802293574e-12,0.21847443802041824,0.21847443802041824,3.853843533934608e-17,7.812498370185494e-05,0.0008251669933088124
speech_like,128,0.5,hamming,2,20.0,16000,0.5,64,256,8000,124,1.0558443706275709e-31,1.7847173414879066e-16,6.974347823396906e-14,0.9999999999999999,0.9999999999999999,1.4927015716671398e-17,3.1288329993883266e-15,0.21814762045996922,0.21814762045996922,3.820524361986069e-17,7.825001375749707e-05,0.0008779580239206553
speech_like,128,0.5,hamming,2,10.0,16000,0.5,64,256,8000,124,1.1721461397829418e-31,1.9956251982079037e-16,7.335616020636828e-14,1.0,1.0,1.748713181428233e-18,1.1717581875390629e-15,0.217494830496166,0.217494830496166,4.0272102846550043e-17,8.141604484990239e-05,0.0008884170092642307
speech_like,128,0.5,hamming,2,0.0,16000,0.5,64,256,8000,124,2.1491855848411174e-31,3.1194503424020086e-16,9.779086629268714e-14,1.0,0.9999999999999999,9.652896761483845e-19,5.414968106186572e-16,0.21660335774408168,0.21660335774408168,5.428690062998076e-17,8.129200432449579e-05,0.0008800419745966792
speech_like,128,0.5,blackman,1,inf,16000,0.5,64,128,8000,124,9.232179812781675e-32,1.5058623178693952e-16,4.5822473777606703e-14,1.0,1.0,2.6133940804552715e-12,7.122197693983937e-10,0.40263985265468705,0.40263985265468705,0.0032349099516594845,5.183299072086811e-05,0.0007638339884579182
speech_like,128,0.5,blackman,1,20.0,16000,0.5,64,128,8000,124,9.099144585995606e-32,1.5472840332426636e-16,4.4913205415207224e-14,1.0,0.9999999999999999,-2.993796966605135e-17,3.6335735790869635e-15,0.40213649299131027,0.40213649299131027,0.0030907002916506867,5.0416041631251574e-05,0.0007376249996013939
speech_like,128,0.5,blackman,1,10.0,16000,0.5,64,128,8000,124,9.866655220238188e-32,1.7413046487405384e-16,4.675182360749847e-14,1.0,0.9999999999999997,-4.7285204425819416e-18,1.386099898369757e-15,0.4010429743944755,0.4010429743944755,0.0030019121150318727,4.7457986511290073e-05,0.0007497500046156347
speech_like,128,0.5,blackman,1,0.0,16000,0.5,64,128,8000,124,1.8017425576795272e-31,2.8433717707202656e-16,6.27268662663306e-14,1.0,1.0,-6.603140973073008e-18,5.54893128412642e-16,0.39911929431609944,0.39911929431609944,0.004492706328023902,6.687501445412636e-05,0.0007739589782431722
speech_like,128,0.5,blackman,2,inf,16000,0.5,64,256,8000,124,7.770499050936611e-32,1.4185054788913927e-16,6.035854568902817e-14,1.0,1.0,6.986875420199347e-13,6.208034335513737e-10,0.40263985265468705,0.40263985265468705,0.0032349099516594845,9.408401092514396e-05,0.0008844579569995403
speech_like,128,0.5,blackman,2,20.0,16000,0.5,64,256,8000,124,8.022717997318155e-32,1.46647548481055e-16,6.025152777670716e-14,0.9999999999999998,1.0,1.0590207026729378e-17,3.6574147677487e-15,0.40213649299131016,0.40213649299131027,0.0030907002916506867,7.937499321997166e-05,0.0008886250434443355
speech_like,128,0.5,blackman,2,10.0,16000,0.5,64,256,8000,124,8.594429148375582e-32,1.6661486448946201e-16,6.32650752637709e-14,1.0,1.0,1.6088161269139742e-18,1.3025402974548563e-15,0.4010429743944755,0.40104297439447534,0.0030019121150318727,7.945799734443426e-05,0.0008914170321077108
speech_like,128,0.5,blackman,2,0.0,16000,0.5,64,256,8000,124,1.6280829980907925e-31,2.708209766999376e-16,8.516027717767044e-14,0.9999999999999998,1.0,-3.31556019198793e-18,5.472281864618712e-16,0.39911929431609944,0.39911929431609944,0.004492706328023902,8.61250446178019e-05,0.0009402079740539193
speech_like,128,0.25,rect,1,inf,16000,0.5,32,128,8000,247,3.016133555091184e-31,3.0636793059916955e-16,1.1580238509261582e-13,0.9999999999999999,1.0,2.6140246063099903e-17,2.088438538281129e-13,2.9763002788015913,2.9763002788015913,3.4675252592556904e-17,8.50000069476664e-05,0.0016194999916478992
speech_like,128,0.25,rect,1,20.0,16000,0.5,32,128,8000,247,3.016124436234865e-31,3.151142738324656e-16,1.1595493715457608e-13,0.9999999999999998,1.0,4.3543666198608116e-18,2.5130875495875133e-15,2.976536476386814,2.976536476386814,3.4161491184871045e-17,7.437501335516572e-05,0.0014342920039780438
speech_like,128,0.25,rect,1,10.0,16000,0.5,32,128,8000,247,3.3107576334315955e-31,3.505771839871703e-16,1.2131150900352848e-13,1.0,1.0,-2.0648125584501265e-18,1.2838073682175977e-15,2.9753063318559354,2.9753063318559354,3.4983721759884954e-17,7.504195673391223e-05,0.0014367919648066163
speech_like,128,0.25,rect,1,0.0,16000,0.5,32,128,8000,247,5.82687218788136e-31,5.282146017727749e-16,1.5979051743392575e-13,1.0,1.0,-5.61853757401395e-19,4.979241576104377e-16,2.9653132595576444,2.9653132595576444,4.736124923187078e-17,7.395900320261717e-05,0.0015287079731933773
speech_like,128,0.25,rect,2,inf,16000,0.5,32,256,8000,247,2.6790721249647978e-31,2.9514221333752514e-16,1.5624818599639007e-13,1.0000000000000002,1.0,3.8100005606585346e-16,1.3023802806257392e-13,2.9763002788015913,2.9763002788015913,2.6805124267592882e-17,0.00015629094559699297,0.0017196249682456255
speech_like,128,0.25,rect,2,20.0,16000,0.5,32,256,8000,247,2.7906901955164103e-31,3.0386834770453137e-16,1.5858148990477186e-13,1.0,1.0,-1.0675221390626506e-17,2.952637856569864e-15,2.976536476386814,2.976536476386814,2.6637226310211895e-17,0.0001635410008020699,0.0016296249814331532
speech_like,128,0.25,rect,2,10.0,16000,0.5,32,256,8000,247,2.974767935283271e-31,3.331038682017393e-16,1.6402495196803423e-13,1.0,1.0,-2.24741502960558e-18,1.500005859165558e-15,2.9753063318559354,2.9753063318559354,2.77954084019114e-17,0.0001534579787403345,0.001713917008601129
speech_like,128,0.25,rect,2,0.0,16000,0.5,32,256,8000,247,5.377919306390171e-31,5.057338672529995e-16,2.1913432936092948e-13,1.0,1.0,4.817895969716962e-18,6.583548462560341e-16,2.9653132595576444,2.9653132595576444,3.6685887584264217e-17,0.00013766600750386715,0.0017399160424247384
speech_like,128,0.25,hann,1,inf,16000,0.5,32,128,8000,247,1.11525148286067e-31,1.7140819511139908e-16,7.099910154939914e-14,1.0,1.0,1.8993492165929033e-12,3.2115644876298496e-10,0.47715262514113504,0.4771526251411345,0.0032349099516594845,8.045899448916316e-05,0.0015592919662594795
speech_like,128,0.25,hann,1,20.0,16000,0.5,32,128,8000,247,1.0673051617471196e-31,1.74869982824199e-16,6.991559345898414e-14,1.0000000000000002,1.0,7.013339526762913e-17,5.3123246532363715e-15,0.4772770183232627,0.4772770183232627,0.0030907002916506867,9.291694732382894e-05,0.0015737500507384539
speech_like,128,0.25,hann,1,10.0,16000,0.5,32,128,8000,247,1.2318621721004588e-31,2.0072270063846272e-16,7.407071385062582e-14,1.0000000000000002,1.0,-1.491721725900704e-17,2.09266170418075e-15,0.4770275726476701,0.4770275726476701,0.0030019121150318727,9.529100498184562e-05,0.00161575002130121
speech_like,128,0.25,hann,1,0.0,16000,0.5,32,128,8000,247,2.261700165991267e-31,3.2085424232414057e-16,9.916837031681421e-14,1.0000000000000002,1.0,-1.8541173994246037e-18,8.147324593956437e-16,0.4742548566285106,0.4742548566285106,0.004492706328023902,7.691700011491776e-05,0.0014222079771570861
speech_like,128,0.25,hann,2,inf,16000,0.5,32,256,8000,247,9.640025972912883e-32,1.6357447277382565e-16,9.548120316815139e-14,1.0,1.0,-1.4110000400562072e-12,2.5848822623648024e-10,0.47715262514113477,0.4771526251411345,0.0032349099516594845,0.00022491696290671825,0.0016496670432388783
speech_like,128,0.25,hann,2,20.0,16000,0.5,32,256,8000,247,9.724710317534627e-32,1.694439549204685e-16,9.51446758349599e-14,0.9999999999999998,1.0,4.7617105939768226e-18,3.750478650241552e-15,0.4772770183232627,0.4772770183232629,0.0030907002916506867,0.00014779099728912115,0.001700500026345253
speech_like,128,0.25,hann,2,10.0,16000,0.5,32,256,8000,247,1.05384199210513e-31,1.9038520191468439e-16,9.965412848507362e-14,1.0,1.0,-5.176077740060351e-18,1.4793327339672643e-15,0.4770275726476701,0.4770275726476701,0.0030019121150318727,0.0001461249776184559,0.0016116669867187738
speech_like,128,0.25,hann,2,0.0,16000,0.5,32,256,8000,247,1.9872765875297068e-31,3.016665112777677e-16,1.3353303875659012e-13,0.9999999999999997,1.0,2.3036004053457197e-18,5.863011315935685e-16,0.4742548566285106,0.4742548566285106,0.004492706328023902,0.00014841603115200996,0.0017300409963354468
speech_like,128,0.25,hamming,1,inf,16000,0.5,32,128,8000,247,1.187323277093623e-31,1.7994970562017003e-16,7.351640478478223e-14,1.0,0.9999999999999997,6.5188801275618154e-15,2.263020955934723e-12,0.5656599762510044,0.5656599762510044,4.096743283062479e-17,0.000106374965980649,0.0015993329579941928
speech_like,128,0.25,hamming,1,20.0,16000,0.5,32,128,8000,247,1.136118230405303e-31,1.834259089197377e-16,7.151625284140229e-14,1.0000000000000002,1.0,-5.183100912027869e-18,3.1169014882650692e-15,0.5657901942551752,0.5657901942551752,4.006478842215132e-17,0.00010066601680591702,0.0015884169843047857
speech_like,128,0.25,hamming,1,10.0,16000,0.5,32,128,8000,247,1.3323692642255236e-31,2.0900284549472322e-16,7.582168190058951e-14,1.0,0.9999999999999999,-1.348449017763348e-18,1.1096433450251134e-15,0.5655177590744997,0.5655177590744995,4.081458421104339e-17,8.21659923531115e-05,0.0015264999819919467
speech_like,128,0.25,hamming,1,0.0,16000,0.5,32,128,8000,247,2.365955013569233e-31,3.289695415375893e-16,1.018709136236561e-13,1.0,0.9999999999999999,7.023171967517437e-19,5.568164851236429e-16,0.5625445249649268,0.5625445249649266,5.884956292599084e-17,8.249998791143298e-05,0.0016238329699262977
speech_like,128,0.25,hamming,2,inf,16000,0.5,32,256,8000,247,1.0415272325762963e-31,1.7341053540117415e-16,9.934347418822659e-14,1.0,1.0,-4.108056955788007e-15,1.796555273557754e-12,0.5656599762510044,0.5656599762510044,3.5017832877794925e-17,0.00015120900934562087,0.0016712499782443047
speech_like,128,0.25,hamming,2,20.0,16000,0.5,32,256,8000,247,1.036972550067869e-31,1.777575207133513e-16,9.827585966291963e-14,1.0,1.0,3.67311893901162e-18,3.381352520411189e-15,0.5657901942551752,0.5657901942551752,3.548432627858115e-17,0.0001610000035725534,0.0017112919595092535
speech_like,128,0.25,hamming,2,10.0,16000,0.5,32,256,8000,247,1.1403269859533765e-31,1.98610489385119e-16,1.0283715669101518e-13,1.0,1.0,-9.832440754524413e-20,1.1708065748332597e-15,0.5655177590744997,0.5655177590744997,3.66304777509513e-17,0.0001532500027678907,0.0016684579895809293
speech_like,128,0.25,hamming,2,0.0,16000,0.5,32,256,8000,247,2.1241395120423605e-31,3.11377125032423e-16,1.3793278208729425e-13,1.0000000000000002,1.0,2.1069515902552313e-20,6.030649285929738e-16,0.5625445249649268,0.5625445249649268,5.0355454295979703e-17,0.00015058298595249653,0.001661999966017902
speech_like,128,0.25,blackman,1,inf,16000,0.5,32,128,8000,247,9.540135455810952e-32,1.5143751535121008e-16,6.456076782059194e-14,1.0,0.9999999999999999,2.4895326348417142e-12,7.558442490470438e-10,0.19973620349433696,0.19973620349433696,0.0032349099516594845,8.783303201198578e-05,0.0015777499647811055
speech_like,128,0.25,blackman,1,20.0,16000,0.5,32,128,8000,247,9.493497800125715e-32,1.5641078230809622e-16,6.480199658635173e-14,1.0,1.0,-1.598473939806969e-17,3.937367124914894e-15,0.19985133534020869,0.19985133534020844,0.0030907002916506867,7.812498370185494e-05,0.0014428329886868596
speech_like,128,0.25,blackman,1,10.0,16000,0.5,32,128,8000,247,9.719391363934524e-32,1.7453761005345315e-16,6.593213035193637e-14,1.0,0.9999999999999998,-2.4159711568259986e-18,1.289645965822644e-15,0.19968143793066181,0.19968143793066181,0.0030019121150318727,7.808400550857186e-05,0.0014669169904664159
speech_like,128,0.25,blackman,1,0.0,16000,0.5,32,128,8000,247,1.8020167232779683e-31,2.8483583716038445e-16,8.844532507698666e-14,1.0,1.0,-7.163635406867787e-19,5.064511916484069e-16,0.19749627048249954,0.19749627048249954,0.004492706328023902,7.85409938544035e-05,0.0014099999680183828
speech_like,128,0.25,blackman,2,inf,16000,0.5,32,256,8000,247,7.692363382770732e-32,1.4181765872223568e-16,8.564332735730173e-14,1.0,0.9999999999999999,-1.8201893796209304e-13,6.557470313334782e-10,0.19973620349433696,0.1997362034943372,0.0032349099516594845,0.00014708301750943065,0.0016724170418456197
speech_like,128,0.25,blackman,2,20.0,16000,0.5,32,256,8000,247,8.063004469464554e-32,1.4726497157475724e-16,8.594870872277913e-14,1.0,1.0,7.002102451614885e-18,3.972581206531443e-15,0.19985133534020869,0.19985133534020869,0.0030907002916506867,0.00017133401706814766,0.00182562496047467
speech_like,128,0.25,blackman,2,10.0,16000,0.5,32,256,8000,247,8.766942980337889e-32,1.679289544058379e-16,8.976885157170176e-14,1.0000000000000002,1.0,-4.4807837152761255e-18,1.2044913133714883e-15,0.19968143793066181,0.19968143793066181,0.0030019121150318727,0.00016325002070516348,0.0016395829734392464
speech_like,128,0.25,blackman,2,0.0,16000,0.5,32,256,8000,247,1.6130713806723337e-31,2.6967754600857713e-16,1.2023641214906688e-13,1.0,0.9999999999999998,-1.1307306867703075e-18,5.341245035789785e-16,0.19749627048249954,0.1974962704824998,0.004492706328023902,0.0001717080012895167,0.0018037499976344407
speech_like,256,1.0,rect,1,inf,16000,0.5,256,256,8000,31,5.665517798342001e-31,4.2591059859074273e-16,8.062691616421372e-14,0.9999999999999999,1.0,1.4370225439704648e-16,2.135796155537583e-14,0.0037776605995460464,0.0037776605995460464,0.014514096828248368,3.6415993236005306e-05,0.00025770801585167646
speech_like,256,1.0,rect,1,20.0,16000,0.5,256,256,8000,31,6.5574343729461585e-31,4.541763339534098e-16,8.532155782514907e-14,1.0000000000000002,1.0,-1.1751352579197725e-18,3.252211987926886e-15,0.0035730722798939124,0.0035730722798939124,0.014183401924152926,3.250001464039087e-05,0.00022837496362626553
speech_like,256,1.0,rect,1,10.0,16000,0.5,256,256,8000,31,6.22660049276274e-31,4.812659777306362e-16,8.609487290053875e-14,1.0000000000000002,1.0,2.2943116940338415e-18,1.048506199222496e-15,0.0033447024295084984,0.0033447024295084984,0.014315188773723295,3.1167000997811556e-05,0.00025695801014080644
speech_like,256,1.0,rect,1,0.0,16000,0.5,256,256,8000,31,1.1688335114315853e-30,7.499758682586706e-16,1.156534258809769e-13,0.9999999999999999,1.0,5.483964536958938e-18,4.927586164527901e-16,0.003913406775976644,0.003913406775976644,0.02086349395645206,2.9916001949459314e-05,0.00021233304869383574
